,gini_index,entropy,purity,inverse_purity,f_measure
15,0.20497413191910346,0.4601540082719956,0.8709677419354839,0.8709677419354839,0.8709677419354839
21,0.31040007510595746,0.6702127187135256,0.7777777777777778,0.7777777777777778,0.7777777777777778
52,0.2108850441541381,0.4813532263883906,0.8515625,0.8515625,0.8515625
61,0.37271557271557276,0.7832930484367534,0.7207207207207207,0.7027027027027027,0.71159767362299
72,0.2108850441541381,0.4813532263883906,0.8515625,0.8515625,0.8515625
75,0.1792963100003363,0.4360295019356144,0.8905109489051095,0.8905109489051095,0.8905109489051094
83,0.2935907007431071,0.6744666156816256,0.8011363636363636,0.8011363636363636,0.8011363636363636
87,0.17169073916737468,0.3843981545862104,0.8878504672897196,0.8878504672897196,0.8878504672897196
92,0.12186789880321167,0.2908841791087554,0.926829268292683,0.926829268292683,0.926829268292683
93,0.1807754969045291,0.4304225330688714,0.8924731182795699,0.8924731182795699,0.8924731182795699
1,0.18521524126672212,0.4334606051295742,0.8869565217391304,0.8869565217391304,0.8869565217391304
2,0.3849757173970581,0.7904993911620909,0.6802325581395349,0.7267441860465116,0.7027195848548914
3,0.23835669781931462,0.5225033703354441,0.8411214953271028,0.8411214953271028,0.8411214953271028
4,0.2711182622687048,0.5770711816808394,0.7964601769911505,0.7699115044247787,0.7829608519574022
5,0.07508900636530368,0.18962281581496498,0.9565217391304348,0.9565217391304348,0.9565217391304348
6,0.36685258174066093,0.7751756255314157,0.7256637168141593,0.7168141592920354,0.7212117921711275
7,0.1710923600737481,0.45052306176635504,0.896774193548387,0.896774193548387,0.896774193548387
8,0.1952783192549274,0.4197622624920653,0.8666666666666667,0.8666666666666667,0.8666666666666667
9,0.3601219413385188,0.754716890765835,0.71900826446281,0.7520661157024794,0.735165753551862
10,0.20531112728056705,0.460610753227728,0.8646616541353384,0.8646616541353384,0.8646616541353384
11,0.2924247596290608,0.6052144229549097,0.7569444444444444,0.8125,0.7837389380530972
12,0.21507869495485596,0.49879280216385286,0.8627450980392157,0.8627450980392157,0.8627450980392157
13,0.26620935455521916,0.5619335602220227,0.8061224489795918,0.8367346938775511,0.8211433641779694
14,0.22845117845117843,0.4881213743072692,0.8425925925925926,0.8425925925925926,0.8425925925925926
16,0.2594475153400743,0.5645344051982333,0.808,0.816,0.8119802955665024
17,0.1069409992912828,0.30238631543823574,0.9397590361445783,0.9397590361445783,0.9397590361445783
18,0.30398015013399626,0.660308095077706,0.7863247863247863,0.7863247863247863,0.7863247863247863
19,0.3105171624713959,0.6923812897247165,0.7578947368421053,0.7578947368421053,0.7578947368421053
20,0.22962021293500715,0.5052269213023509,0.85,0.85,0.85
22,0.2712233579817312,0.6021485823474374,0.8181818181818182,0.8181818181818182,0.8181818181818182
23,0.24506608555592402,0.5462875604533604,0.8316831683168316,0.8514851485148515,0.8414676761793827
24,0.1571678321678322,0.3548776969729849,0.8977272727272727,0.8977272727272727,0.8977272727272727
25,0.23531245130123107,0.5293360757028734,0.8405797101449275,0.8405797101449275,0.8405797101449275
