,accuracy,precision,recall,f1
89,0.8548387096774194,0.8701188455008488,0.8548387096774194,0.8499816715542523
90,0.8440366972477065,0.8868223519599666,0.8440366972477065,0.8369024852875621
91,0.8404255319148937,0.8794126273129634,0.8404255319148937,0.8344808905017144
94,0.8212765957446808,0.8306380171807232,0.8212765957446808,0.8212257413628626
95,0.82,0.8293030303030302,0.82,0.8118501768437205
96,0.7050847457627119,0.729071689019399,0.7050847457627119,0.7009316965005408
97,0.7575757575757576,0.7802681546927072,0.7575757575757576,0.7541388390599377
98,0.6141304347826086,0.6434351507401379,0.6141304347826086,0.6099569605354759
99,0.6436781609195402,0.6727543111035574,0.6436781609195402,0.6388191363188093
100,0.9120879120879121,0.9333474218089602,0.9120879120879121,0.9087506410857142
